"park_sys_id","park_sys_type","num_vehicles","time"
"psres_34","residential",1163,"14:21"
"psres_35","residential",1495,"14:21"
"psres_36","residential",1386,"14:21"
"psres_37","residential",1182,"14:21"
"psres_38","residential",1382,"14:21"
"psres_39","residential",926,"14:21"
"psres_40","residential",841,"14:21"
"psres_41","residential",1115,"14:21"
"psres_42","residential",1032,"14:21"
"psres_43","residential",993,"14:21"
"psres_44","residential",823,"14:21"
"psres_45","residential",814,"14,21"
"psres_46","residential",1281,"14:21"
"psres_47","residential",1035,"14:21"
"psres_48","residential",1441,"14:21"
"psres_49","residential",1186,"14:21"
"psres_50","residential",832,"14:21"
"pscom_1","commercial",2869,"14:21"
"pscom_2","commercial",2258,"14:21"
"pscom_3","commercial",2544,"14:21"
"pscom_4","commercial",2336,"14:21"
"pscom_5","commercial",2680,"14:21"
"pscom_6","commercial",2473,"14:21"
"pscom_7","commercial",2629,"14:21"
"pscom_8","commercial",2345,"14:21"
"pscom_9","commercial",2923,"14:21"
"pscom_10","commercial",2631,"14:21"
"pscom_11","commercial",2493,"14:21"
"pscom_12","commercial",2716,"14:21"
"pscom_13","commercial",2480,"14:21"
"pscom_14","commercial",2279,"14:21"
"pscom_15","commercial",2661,"14:21"
"pscom_16","commercial",2780,"14:21"
"pscom_17","commercial",2020,"14:21"
"pscom_18","commercial",2801,"14:21"
"pscom_19","commercial",2121,"14:21"
"pscom_20","commercial",2070,"14:21"
"pscom_21","commercial",NA,"14:21"
"pscom_22","commercial",2577,"14:21"
"pscom_23","commercial",2299,"14:21"
"pscom_24",NA,2994,"14:21"
"pscom_25","commercial",2239,"14,21"
"pscom_26","commercial",2465,"14:21"
"pscom_27","commercial",2809,"14:21"
"pscom_28","commercial",2333,"14:21"
"pscom_29","commercial",2528,"14:21"
"pscom_30","commercial",2729,"14:21"
"pscom_31","commercial",2051,"14:21"
"pscom_32","commercial",2326,"14:21"
"pscom_33","commercial",2261,"14:21"
"pscom_34","commercial",2679,"14:21"
"pscom_35","commercial",2609,"14:21"
"pscom_36","commercial",2079,"14:21"
"pscom_37","commercial",2712,"14:21"
"pscom_38","commercial",2651,"14:21"
"pscom_39","commercial",2687,"14:21"
"pscom_40","commercial",2370,"14:21"
"pscom_41","commercial",2176,"14:21"
"pscom_42","commercial",NA,"14:21"
"pscom_43","commercial",2879,"14:21"
"pscom_44","commercial",2722,"14:21"
"pscom_45","commercial",2078,"14:21"
"pscom_46","commercial",2055,"14:21"
"pscom_47","commercial",2571,"14:21"
"pscom_48","commercial",2158,"14:21"
"pscom_49","commercial",2012,"14:21"
"pscom_50","commercial",2240,"14:21"
"psres_1","residential",1329,"14:22"
"psres_2","residential",1190,"14:22"
"psres_3","residential",923,"14:22"
"psres_4","residential",890,"14:22"
"psres_5","residential",1461,"14:22"
"psres_6","residential",945,"14:22"
"psres_7","residential",840,"14:22"
"psres_8","residential",963,"14:22"
"psres_9","residential",835,"14:22"
"psres_10","residential",928,"14:22"
"psres_11","residential",1194,"14:22"
"psres_12","residential",1342,"14:22"
"psres_13","residential",969,"14:22"
"psres_14","residential",1429,"14:22"
"psres_15","residential",1042,"14:22"
"psres_16","residential",967,"14:22"
"psres_17","residential",1184,"14:22"
"psres_18","residential",932,"14:22"
"psres_19","residential",1072,"14:22"
"psres_20","residential",1394,"14:22"
"psres_21","residential",1468,"14:22"
"psres_22","residential",1480,"14:22"
"psres_23","residential",1245,"14:22"
"psres_24","residential",1256,"14:22"
"psres_25","residential",960,"14:22"
"psres_26","residential",1155,"14:22"
"psres_27","residential",813,"14:22"
"psres_28","residential",898,"14:22"
"psres_29","residential",903,"14:22"
"psres_30","residential",1037,"14:22"
"psres_31","residential",1368,"14:22"
"psres_32","residential",849,"14:22"
"psres_33","residential",886,"14:22"
"psres_34","residential",994,"14:22"
"psres_35","residential",1136,"14:22"
"psres_36","residential",1407,"14:22"
"psres_37","residential",1308,"14:22"
"psres_38","residential",950,"14:22"
"psres_39","residential",992,"14:22"
"psres_40","residential",1010,"14:22"
"psres_41","residential",1175,"14:22"
"psres_42","residential",1408,"14:22"
"psres_43","residential",1423,"14:22"
"psres_44","residential",1099,"14:22"
"psres_45","residential",1242,"14:22"
"psres_46","residential",962,"14:22"
"psres_47","residential",880,"14:22"
"psres_48","residential",1387,"14:22"
"psres_49","residential",1341,"14:22"
"psres_50","residential",1350,"14:22"
"pscom_1","commercial",2367,"14:22"
"pscom_2","commercial",2994,"14:22"
"pscom_3","commercial",2502,"14:22"
"pscom_4","commercial",2434,"14:22"
"pscom_5","commercial",2283,"14:22"
"pscom_6","commercial",2551,"14:22"
"pscom_7","commercial",2445,"14:22"
"pscom_8","commercial",2083,"14:22"
"pscom_9","commercial",2245,"14:22"
"pscom_10","commercial",2657,"14:22"
"pscom_11","commercial",2292,"14:22"
"pscom_12","commercial",2175,"14:22"
"pscom_13","commercial",2262,"14:22"
"pscom_14","commercial",NA,"14:22"
"pscom_15","commercial",2271,"14:22"
"pscom_16","commercial",2495,"14:22"
"pscom_17","commercial",2164,"14:22"
"pscom_18","commercial",2444,"14:22"
"pscom_19","commercial",2908,"14:22"
"pscom_20","commercial",2578,"14:22"
"pscom_21","commercial",2161,"14:22"
"pscom_22","commercial",2510,"14:22"
"pscom_23","commercial",2624,"14:22"
"pscom_24","commercial",2669,"14:22"
"pscom_25",NA,2907,"14:22"
"pscom_26","commercial",2507,"14:22"
"pscom_27","commercial",2498,"14:22"
"pscom_28","commercial",2288,"14:22"
"pscom_29","commercial",2330,"14:22"
"pscom_30","commercial",2584,"14:22"
"pscom_31","commercial",2945,"14:22"
"pscom_32","commercial",2255,"14:22"
"pscom_33","commercial",2511,"14:22"
"pscom_34","commercial",NA,"14:22"
"pscom_35","commercial",2371,"14:22"
"pscom_36","commercial",2922,"14:22"
"pscom_37","commercial",2526,"14:22"
"pscom_38","commercial",2900,"14:22"
"pscom_39","commercial",2743,"14:22"
"pscom_40","commercial",2482,"14:22"
"pscom_41","commercial",2952,"14:22"
"pscom_42","commercial",2446,"14:22"
"pscom_43","commercial",2400,"14:22"
"pscom_44","commercial",2377,"14:22"
"pscom_45","commercial",2582,"14:22"
"pscom_46","commercial",2770,"14:22"
"pscom_47","commercial",2716,"14:22"
"pscom_48","commercial",2545,"14:22"
"pscom_49","commercial",2103,"14:22"
"pscom_50",NA,2918,"14:22"
"psres_1","residential",1184,"14:23"
"psres_2","residential",1204,"14:23"
"psres_3","residential",1116,"14:23"
"psres_4","residential",1099,"14:23"
"psres_5","residential",992,"14:23"
"psres_6","residential",990,"14:23"
"psres_7","residential",1219,"14:23"
"psres_8","residential",1320,"14:23"
"psres_9","residential",1111,"14:23"
"psres_10","residential",1345,"14:23"
"psres_11","residential",1058,"14:23"
"psres_12","residential",945,"14:23"
"psres_13","residential",993,"14:23"
"psres_14","residential",1237,"14:23"
"psres_15","residential",1431,"14:23"
"psres_16","residential",1078,"14:23"
"psres_17","residential",915,"14:23"
"psres_18","residential",1044,"14:23"
"psres_19","residential",NA,"14:23"
"psres_20","residential",1177,"14:23"
"psres_21","residential",901,"14:23"
"psres_22","residential",1419,"14:23"
"psres_23","residential",1377,"14:23"
"psres_24","residential",1306,"14:23"
"psres_25","residential",1089,"14:23"
"psres_26","residential",1108,"14:23"
"psres_27","residential",1132,"14:23"
"psres_28","residential",1130,"14:23"
"psres_29","residential",832,"14:23"
"psres_30","residential",1474,"14:23"
"psres_31",NA,860,"14:23"
"psres_32","residential",1212,"14:23"
"psres_33","residential",1451,"14:23"
"psres_34","residential",1417,"14:23"
"psres_35","residential",1224,"14:23"
"psres_36","residential",1456,"14:23"
"psres_37","residential",952,"14:23"
"psres_38","residential",1095,"14:23"
"psres_39","residential",981,"14:23"
"psres_40","residential",899,"14:23"
"psres_41","residential",1001,"14:23"
"psres_42","residential",1327,"14:23"
"psres_43","residential",1176,"14:23"
"psres_44","residential",919,"14:23"
"psres_45","residential",1397,"14:23"
"psres_46","residential",1459,"14:23"
"psres_47","residential",950,"14:23"
"psres_48","residential",801,"14:23"
"psres_49","residential",1469,"14:23"
"psres_50","residential",847,"14:23"
"pscom_1","commercial",2007,"14,23"
"pscom_2","commercial",2397,"14:23"
"pscom_3","commercial",2965,"14:23"
"pscom_4","commercial",2193,"14:23"
"pscom_5","commercial",2213,"14:23"
"pscom_6","commercial",2596,"14:23"
"pscom_7","commercial",2239,"14:23"
"pscom_8","commercial",NA,"14:23"
"pscom_9","commercial",2667,"14:23"
"pscom_10","commercial",2461,"14:23"
"pscom_11","commercial",2573,"14:23"
"pscom_12","commercial",2835,"14:23"
"pscom_13","commercial",2917,"14:23"
"pscom_14","commercial",2794,"14:23"
"pscom_15","commercial",2982,"14:23"
"pscom_16","commercial",2595,"14:23"
"pscom_17","commercial",2060,"14:23"
"pscom_18","commercial",2630,"14:23"
"pscom_19","commercial",2060,"14:23"
"pscom_20","commercial",2792,"14:23"
"pscom_21","commercial",2002,"14:23"
"pscom_22","commercial",2687,"14:23"
"pscom_23","commercial",2168,"14:23"
"pscom_24","commercial",2881,"14:23"
"pscom_25","commercial",2909,"14:23"
"pscom_26","commercial",2169,"14:23"
"pscom_27","commercial",2949,"14:23"
"pscom_28","commercial",2999,"14:23"
"pscom_29","commercial",2128,"14:23"
"pscom_30","commercial",2265,"14:23"
"pscom_31","commercial",2976,"14:23"
"pscom_32","commercial",2461,"14:23"
"pscom_33","commercial",2951,"14:23"
"pscom_34","commercial",2077,"14:23"
"pscom_35","commercial",2755,"14:23"
"pscom_36","commercial",2096,"14:23"
"pscom_37","commercial",2003,"14:23"
"pscom_38","commercial",2072,"14:23"
"pscom_39","commercial",2572,"14:23"
"pscom_40","commercial",2930,"14:23"
"pscom_41","commercial",2499,"14:23"
"pscom_42","commercial",2422,"14:23"
"pscom_43","commercial",2657,"14:23"
"pscom_44","commercial",2990,"14:23"
"pscom_45","commercial",2009,"14:23"
"pscom_46","commercial",2894,"14:23"
"pscom_47","commercial",2969,"14:23"
"pscom_48","commercial",2992,"14:23"
"pscom_49","commercial",2935,"14:23"
"pscom_50","commercial",2151,"14:23"
"psres_1","residential",1281,"14:24"
"psres_2","residential",1008,"14:24"
"psres_3",NA,1136,"14:24"
"psres_4","residential",927,"14:24"
"psres_5","residential",868,"14:24"
"psres_6","residential",1192,"14:24"
"psres_7","residential",896,"14:24"
"psres_8","residential",1222,"14:24"
"psres_9","residential",1064,"14:24"
"psres_10","residential",820,"14:24"
"psres_11","residential",910,"14:24"
"psres_12","residential",933,"14:24"
"psres_13","residential",1431,"14:24"
"psres_14","residential",1424,"14:24"
"psres_15","residential",1075,"14:24"
"psres_16","residential",1302,"14:24"
"psres_17","residential",1465,"14:24"
"psres_18","residential",1034,"14:24"
"psres_19","residential",1377,"14:24"
"psres_20","residential",1199,"14:24"
"psres_21","residential",1425,"14:24"
"psres_22","residential",1052,"14:24"
"psres_23","residential",817,"14:24"
"psres_24","residential",1370,"14:24"
"psres_25","residential",1028,"14:24"
"psres_26","residential",1173,"14:24"
"psres_27","residential",1491,"14:24"
"psres_28",NA,1144,"14:24"
"psres_29",NA,1473,"14:24"
"psres_30","residential",1221,"14:24"
"psres_31","residential",884,"14:24"
"psres_32","residential",1431,"14:24"
"psres_33","residential",1139,"14:24"
"psres_34","residential",899,"14:24"
"psres_35","residential",1460,"14:24"
"psres_36","residential",823,"14:24"
"psres_37","residential",1106,"14:24"
"psres_38","residential",1253,"14:24"
"psres_39","residential",864,"14:24"
"psres_40","residential",1417,"14:24"
"psres_41","residential",1057,"14:24"
"psres_42","residential",972,"14:24"
"psres_43","residential",1085,"14:24"
"psres_44","residential",1264,"14:24"
"psres_45","residential",1499,"14:24"
"psres_46","residential",1426,"14:24"
"psres_47","residential",1477,"14:24"
"psres_48","residential",1319,"14:24"
"psres_49","residential",1349,"14:24"
"psres_50","residential",1037,"14:24"
"pscom_1","commercial",2660,"14:24"
"pscom_2","commercial",2659,"14:24"
"pscom_3","commercial",2288,"14:24"
"pscom_4","commercial",2346,"14:24"
"pscom_5","commercial",2599,"14:24"
"pscom_6","commercial",2267,"14:24"
"pscom_7","commercial",2538,"14:24"
"pscom_8","commercial",2420,"14:24"
"pscom_9","commercial",2055,"14:24"
"pscom_10","commercial",2866,"14:24"
"pscom_11","commercial",2736,"14:24"
"pscom_12","commercial",2607,"14:24"
"pscom_13","commercial",2836,"14:24"
"pscom_14","commercial",2555,"14:24"
"pscom_15","commercial",2151,"14:24"
"pscom_16","commercial",2188,"14:24"
"pscom_17","commercial",2371,"14:24"
"pscom_18","commercial",2545,"14:24"
"pscom_19","commercial",2686,"14:24"
"pscom_20","commercial",2254,"14:24"
"pscom_21","commercial",2330,"14:24"
"pscom_22","commercial",2231,"14:24"
"pscom_23","commercial",2436,"14:24"
"pscom_24","commercial",2362,"14:24"
"pscom_25","commercial",2271,"14:24"
"pscom_26","commercial",2179,"14:24"
"pscom_27","commercial",2619,"14:24"
"pscom_28","commercial",2184,"14:24"
"pscom_29","commercial",2420,"14:24"
"pscom_30","commercial",2025,"14:24"
"pscom_31","commercial",2292,"14:24"
"pscom_32","commercial",2342,"14:24"
"pscom_33","commercial",2881,"14:24"
"pscom_34","commercial",2367,"14:24"
"pscom_35","commercial",2133,"14:24"
"pscom_36","commercial",2930,"14:24"
"pscom_37","commercial",2045,"14:24"
"pscom_38","commercial",2839,"14:24"
"pscom_39","commercial",2426,"14:24"
"pscom_40","commercial",2492,"14:24"
"pscom_41","commercial",2347,"14:24"
"pscom_42","commercial",2622,"14:24"
"pscom_43","commercial",2265,"14:24"
"pscom_44","commercial",2121,"14:24"
"pscom_45","commercial",2110,"14:24"
"pscom_46","commercial",2877,"14:24"
"pscom_47","commercial",2894,"14:24"
"pscom_48","commercial",2001,"14:24"
"pscom_49","commercial",2292,"14:24"
"pscom_50","commercial",2355,"14:24"
"psres_1","residential",1046,"14:25"
"psres_2","residential",1160,"14:25"
"psres_3","residential",922,"14:25"
"psres_4","residential",1381,"14:25"
"psres_5","residential",1481,"14:25"
"psres_6","residential",1450,"14:25"
"psres_7","residential",1202,"14:25"
"psres_8","residential",1344,"14:25"
"psres_9","residential",1472,"14:25"
"psres_10","residential",1185,"14:25"
"psres_11","residential",1139,"14:25"
"psres_12","residential",850,"14:25"
"psres_13","residential",1273,"14:25"
"psres_14","residential",1125,"14:25"
"psres_15","residential",1031,"14:25"
"psres_16","residential",804,"14:25"
"psres_17","residential",1051,"14:25"
"psres_18","residential",1010,"14:25"
"psres_19","residential",1478,"14:25"
"psres_20","residential",1092,"14:25"
"psres_21","residential",1096,"14:25"
"psres_22","residential",1124,"14:25"
"psres_23","residential",1154,"14:25"
"psres_24","residential",1415,"14:25"
"psres_25","residential",889,"14:25"
"psres_26","residential",1116,"14:25"
"psres_27","residential",1457,"14:25"
"psres_28","residential",1234,"14:25"
"psres_29","residential",1059,"14,25"
"psres_30","residential",1282,"14:25"
"psres_31","residential",1243,"14:25"
"psres_32","residential",1265,"14:25"
"psres_33","residential",1138,"14:25"
"psres_34","residential",NA,"14:25"
"psres_35","residential",1384,"14:25"
"psres_36","residential",834,"14:25"
"psres_37","residential",1169,"14:25"
"psres_38","residential",1396,"14:25"
"psres_39","residential",1390,"14:25"
"psres_40","residential",1099,"14:25"
"psres_41","residential",1148,"14:25"
"psres_42",NA,816,"14:25"
"psres_43","residential",1166,"14:25"
"psres_44","residential",1180,"14:25"
"psres_45",NA,NA,"14:25"
"psres_46","residential",1396,"14:25"
"psres_47","residential",1386,"14:25"
"psres_48","residential",1386,"14:25"
"psres_49","residential",1420,"14:25"
"psres_50","residential",1006,"14:25"
"pscom_1","commercial",2759,"14:25"
"pscom_2","commercial",2873,"14:25"
"pscom_3","commercial",2661,"14:25"
"pscom_4","commercial",2019,"14:25"
"pscom_5","commercial",2613,"14:25"
"pscom_6","commercial",2190,"14:25"
"pscom_7","commercial",2617,"14:25"
"pscom_8","commercial",2941,"14:25"
"pscom_9","commercial",2444,"14:25"
"pscom_10","commercial",2698,"14:25"
"pscom_11","commercial",2886,"14:25"
"pscom_12","commercial",2186,"14:25"
"pscom_13","commercial",2795,"14:25"
"pscom_14","commercial",2639,"14:25"
"pscom_15","commercial",2882,"14:25"
"pscom_16","commercial",2216,"14:25"
"pscom_17","commercial",2637,"14:25"
"pscom_18","commercial",2825,"14:25"
"pscom_19","commercial",2895,"14:25"
"pscom_20","commercial",2312,"14:25"
"pscom_21","commercial",2894,"14:25"
"pscom_22","commercial",2183,"14:25"
"pscom_23","commercial",2116,"14:25"
"pscom_24","commercial",2068,"14:25"
"pscom_25","commercial",2543,"14:25"
"pscom_26","commercial",2302,"14:25"
"pscom_27","commercial",2269,"14:25"
"pscom_28","commercial",2405,"14:25"
"pscom_29","commercial",2761,"14:25"
"pscom_30","commercial",2273,"14:25"
"pscom_31","commercial",2200,"14:25"
"pscom_32","commercial",NA,"14:25"
"pscom_33","commercial",2050,"14:25"
"pscom_34","commercial",2443,"14:25"
"pscom_35","commercial",2611,"14:25"
"pscom_36","commercial",2588,"14:25"
"pscom_37","commercial",2179,"14:25"
"pscom_38","commercial",2907,"14:25"
"pscom_39","commercial",2440,"14:25"
"pscom_40","commercial",2021,"14:25"
"pscom_41","commercial",2776,"14:25"
"pscom_42","commercial",2822,"14:25"
"pscom_43","commercial",2578,"14:25"
"pscom_44","commercial",2450,"14:25"
"pscom_45","commercial",2554,"14:25"
"pscom_46","commercial",2347,"14:25"
"pscom_47","commercial",2911,"14:25"
"pscom_48","commercial",2740,"14:25"
"pscom_49","commercial",2692,"14:25"
"pscom_50","commercial",2427,"14:25"
"psres_1","residential",880,"14:26"
"psres_2","residential",865,"14:26"
"psres_3","residential",1193,"14:26"
"psres_4","residential",1123,"14:26"
"psres_5","residential",1443,"14:26"
"psres_6","residential",1419,"14:26"
"psres_7","residential",920,"14:26"
"psres_8","residential",949,"14:26"
"psres_9","residential",1424,"14:26"
"psres_10","residential",1330,"14:26"
"psres_11","residential",937,"14:26"
"psres_12","residential",1351,"14:26"
"psres_13","residential",980,"14:26"
"psres_14","residential",1208,"14:26"
"psres_15","residential",1389,"14:26"
"psres_16","residential",1384,"14:26"
"psres_17","residential",1337,"14:26"
"psres_18","residential",1250,"14:26"
"psres_19","residential",956,"14:26"
"psres_20","residential",828,"14:26"
"psres_21","residential",1287,"14:26"
"psres_22",NA,1066,"14:26"
"psres_23","residential",1149,"14:26"
"psres_24","residential",1442,"14:26"
"psres_25","residential",856,"14,26"
"psres_26","residential",1110,"14:26"
"psres_27","residential",1251,"14:26"
"psres_28","residential",1361,"14:26"
"psres_29","residential",1221,"14:26"
"psres_30","residential",852,"14:26"
"psres_31","residential",946,"14:26"
"psres_32","residential",1285,"14:26"
"psres_33",NA,1078,"14:26"
"psres_34","residential",1039,"14:26"
"psres_35","residential",1472,"14:26"
"psres_36","residential",1142,"14:26"
"psres_37","residential",999,"14:26"
"psres_38","residential",1188,"14:26"
"psres_39","residential",1490,"14:26"
"psres_40","residential",1349,"14:26"
"psres_41","residential",1231,"14:26"
"psres_42","residential",1255,"14:26"
"psres_43","residential",1327,"14:26"
"psres_44","residential",888,"14:26"
"psres_45","residential",1086,"14:26"
"psres_46","residential",1430,"14:26"
"psres_47","residential",1459,"14:26"
"psres_48","residential",1017,"14:26"
"psres_49","residential",971,"14:26"
"psres_50","residential",897,"14:26"
"pscom_1","commercial",2468,"14:26"
"pscom_2","commercial",2665,"14:26"
"pscom_3","commercial",2079,"14:26"
"pscom_4","commercial",2536,"14:26"
"pscom_5","commercial",2021,"14:26"
"pscom_6","commercial",2659,"14:26"
"pscom_7","commercial",2085,"14:26"
"pscom_8","commercial",2422,"14:26"
"pscom_9","commercial",2992,"14:26"
"pscom_10","commercial",2189,"14:26"
"pscom_11","commercial",2758,"14:26"
"pscom_12","commercial",2209,"14:26"
"pscom_13","commercial",2519,"14:26"
"pscom_14","commercial",2554,"14,26"
"pscom_15","commercial",2114,"14:26"
"pscom_16","commercial",2356,"14:26"
"pscom_17","commercial",2209,"14:26"
"pscom_18","commercial",2732,"14,26"
"pscom_19","commercial",2294,"14:26"
"pscom_20","commercial",2730,"14:26"
"pscom_21","commercial",2516,"14:26"
"pscom_22","commercial",2570,"14:26"
"pscom_23","commercial",2514,"14:26"
"pscom_24","commercial",2686,"14:26"
"pscom_25","commercial",2883,"14:26"
"pscom_26","commercial",2434,"14:26"
"pscom_27","commercial",2677,"14:26"
"pscom_28","commercial",2076,"14:26"
"pscom_29","commercial",2822,"14:26"
"pscom_30","commercial",2269,"14:26"
"pscom_31","commercial",2243,"14:26"
"pscom_32","commercial",2687,"14:26"
"pscom_33","commercial",2115,"14:26"
"pscom_34","commercial",2414,"14:26"
"pscom_35","commercial",2539,"14:26"
"pscom_36","commercial",2022,"14:26"
"pscom_37","commercial",2436,"14:26"
"pscom_38","commercial",2869,"14:26"
"pscom_39","commercial",2272,"14:26"
"pscom_40","commercial",2984,"14:26"
"pscom_41","commercial",2584,"14:26"
"pscom_42","commercial",2353,"14:26"
"pscom_43","commercial",2888,"14:26"
"pscom_44","commercial",2326,"14:26"
"pscom_45","commercial",2351,"14:26"
"pscom_46","commercial",2760,"14:26"
"pscom_47","commercial",2487,"14:26"
"pscom_48","commercial",2709,"14:26"
"pscom_49","commercial",2657,"14:26"
"pscom_50","commercial",2210,"14:26"
"psres_1","residential",866,"14:27"
"psres_2","residential",1291,"14:27"
"psres_3","residential",993,"14:27"
"psres_4","residential",1366,"14:27"
"psres_5","residential",1331,"14:27"
"psres_6","residential",1124,"14:27"
"psres_7","residential",1175,"14:27"
"psres_8","residential",1321,"14:27"
"psres_9","residential",1315,"14:27"
"psres_10","residential",880,"14:27"
"psres_11","residential",1008,"14:27"
"psres_12","residential",1321,"14:27"
"psres_13","residential",943,"14:27"
"psres_14","residential",1241,"14:27"
"psres_15","residential",1069,"14:27"
"psres_16","residential",999,"14:27"
"psres_17","residential",1487,"14:27"
"psres_18","residential",NA,"14:27"
"psres_19","residential",1221,"14:27"
"psres_20","residential",834,"14:27"
"psres_21","residential",960,"14:27"
"psres_22","residential",1195,"14:27"
"psres_23","residential",878,"14:27"
"psres_24","residential",885,"14:27"
"psres_25","residential",1138,"14:27"
"psres_26","residential",1280,"14:27"
"psres_27","residential",1367,"14:27"
"psres_28","residential",986,"14:27"
"psres_29","residential",1405,"14:27"
"psres_30","residential",1252,"14:27"
"psres_31","residential",1293,"14:27"
"psres_32","residential",958,"14:27"
"psres_33","residential",1263,"14:27"
"psres_34","residential",929,"14:27"
"psres_35","residential",828,"14:27"
"psres_36","residential",1212,"14:27"
"psres_37","residential",NA,"14:27"
"psres_38","residential",1200,"14:27"
"psres_39","residential",891,"14:27"
"psres_40","residential",1402,"14:27"
"psres_41","residential",1155,"14:27"
"psres_42","residential",1344,"14:27"
"psres_43","residential",1420,"14:27"
"psres_44","residential",1435,"14:27"
"psres_45","residential",NA,"14:27"
"psres_46","residential",1446,"14:27"
"psres_47","residential",1112,"14,27"
"psres_48","residential",874,"14:27"
"psres_49","residential",1360,"14:27"
"psres_50","residential",1101,"14:27"
"pscom_1","commercial",2108,"14:27"
"pscom_2","commercial",2475,"14:27"
"pscom_3","commercial",2780,"14:27"
"pscom_4","commercial",NA,"14:27"
"pscom_5","commercial",2774,"14:27"
"pscom_6","commercial",2182,"14:27"
"pscom_7","commercial",2789,"14:27"
"pscom_8","commercial",2802,"14:27"
"pscom_9","commercial",2083,"14:27"
"pscom_10","commercial",2261,"14:27"
"pscom_11","commercial",2467,"14:27"
"pscom_12","commercial",2869,"14:27"
"pscom_13","commercial",2319,"14:27"
"pscom_14","commercial",2983,"14:27"
"pscom_15","commercial",2425,"14:27"
"pscom_16","commercial",2068,"14:27"
"pscom_17","commercial",2827,"14:27"
"pscom_18","commercial",2074,"14:27"
"pscom_19","commercial",2686,"14:27"
"pscom_20","commercial",2013,"14:27"
"pscom_21","commercial",2007,"14:27"
"pscom_22","commercial",2542,"14:27"
"pscom_23","commercial",2011,"14:27"
"pscom_24","commercial",2572,"14:27"
"pscom_25","commercial",2386,"14:27"
"pscom_26","commercial",2833,"14:27"
"pscom_27","commercial",2239,"14:27"
"pscom_28","commercial",2246,"14:27"
"pscom_29","commercial",2668,"14:27"
"pscom_30","commercial",2011,"14:27"
"pscom_31","commercial",2368,"14:27"
"pscom_32","commercial",2311,"14:27"
"pscom_33","commercial",2415,"14:27"
"pscom_34","commercial",2089,"14:27"
"pscom_35","commercial",2507,"14:27"
"pscom_36","commercial",2895,"14:27"
"pscom_37","commercial",2792,"14:27"
"pscom_38","commercial",2452,"14:27"
"pscom_39","commercial",2084,"14:27"
"pscom_40","commercial",2124,"14:27"
"pscom_41","commercial",2980,"14:27"
"pscom_42","commercial",2876,"14:27"
"pscom_43","commercial",2751,"14:27"
"pscom_44","commercial",2793,"14:27"
"pscom_45","commercial",2523,"14:27"
"pscom_46","commercial",2871,"14:27"
"pscom_47","commercial",2032,"14:27"
"pscom_48","commercial",2439,"14:27"
"pscom_49","commercial",2294,"14:27"
"pscom_50","commercial",2927,"14:27"
"psres_1","residential",883,"14:28"
"psres_2","residential",956,"14:28"
"psres_3","residential",1085,"14:28"
"psres_4","residential",1323,"14:28"
"psres_5","residential",1311,"14:28"
"psres_6","residential",1092,"14:28"
"psres_7","residential",1250,"14:28"
"psres_8","residential",889,"14:28"
"psres_9","residential",1290,"14:28"
"psres_10","residential",853,"14:28"
"psres_11","residential",834,"14:28"
"psres_12","residential",800,"14:28"
"psres_13","residential",1442,"14:28"
"psres_14","residential",846,"14:28"
"psres_15","residential",816,"14:28"
"psres_16","residential",1414,"14:28"
"psres_17","residential",867,"14:28"
"psres_18","residential",1435,"14:28"
"psres_19","residential",972,"14:28"
"psres_20","residential",1456,"14:28"
"psres_21","residential",1382,"14:28"
"psres_22","residential",897,"14:28"
"psres_23","residential",1136,"14:28"
"psres_24","residential",1351,"14:28"
"psres_25","residential",1065,"14:28"
"psres_26","residential",1304,"14:28"
"psres_27","residential",1191,"14:28"
"psres_28","residential",864,"14:28"
"psres_29","residential",NA,"14:28"
"psres_30",NA,1498,"14:28"
"psres_31","residential",838,"14:28"
"psres_32","residential",1231,"14:28"
"psres_33","residential",1253,"14:28"
"psres_34","residential",998,"14:28"
"psres_35","residential",849,"14:28"
"psres_36","residential",1424,"14:28"
"psres_37","residential",1413,"14:28"
"psres_38","residential",1210,"14:28"
"psres_39","residential",1369,"14:28"
"psres_40","residential",1131,"14:28"
"psres_41","residential",1265,"14:28"
"psres_42","residential",1415,"14:28"
"psres_43","residential",1114,"14:28"
"psres_44",NA,1121,"14:28"
"psres_45","residential",1223,"14:28"
"psres_46","residential",979,"14:28"
"psres_47","residential",981,"14:28"
"psres_48","residential",1246,"14:28"
"psres_49","residential",856,"14:28"
"psres_50","residential",1169,"14:28"
"pscom_1","commercial",2430,"14:28"
"pscom_2","commercial",2481,"14:28"
"pscom_3","commercial",2450,"14:28"
"pscom_4","commercial",2634,"14:28"
"pscom_5","commercial",2928,"14:28"
"pscom_6","commercial",2388,"14:28"
"pscom_7","commercial",2973,"14:28"
"pscom_8","commercial",2062,"14:28"
"pscom_9","commercial",2989,"14:28"
"pscom_10","commercial",2965,"14:28"
"pscom_11","commercial",2342,"14:28"
"pscom_12","commercial",2033,"14:28"
"pscom_13","commercial",2657,"14:28"
"pscom_14","commercial",2731,"14:28"
"pscom_15","commercial",2983,"14:28"
"pscom_16","commercial",2631,"14:28"
"pscom_17","commercial",2963,"14:28"
"pscom_18","commercial",2890,"14:28"
"pscom_19","commercial",2738,"14:28"
"pscom_20","commercial",2969,"14:28"
"pscom_21","commercial",2735,"14:28"
"pscom_22","commercial",2151,"14:28"
"pscom_23","commercial",2471,"14:28"
"pscom_24","commercial",2881,"14:28"
